,smiles
2194,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2195,O=C(O)P(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2196,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2197,O=C(O)P(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2198,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2199,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2200,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2201,O=C(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2202,O=C(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2203,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2204,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2205,O=C(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2206,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2207,O=C(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2208,O=C(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2209,O=C(O)CN1P(=O)(O)P(=O)(O)P(=O)(O)CC1
2210,O=C(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2211,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2212,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2213,O=C(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2214,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2215,O=C(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2216,O=C(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2217,O=C(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2218,O=C(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2219,O=C(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)P(=O)(O)
2220,O=C(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2221,O=C(O)CCN(CP(=O)(O)CCN(CCCC(=O)O)CCC(=O)O)
2222,O=C(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)P(=O)(O)
2223,O=C(O)CCN(CP(=O)(O)P(=O)(O)P(=O)(O)CCC(=O)O)
2224,O=C(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2225,O=C(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2226,O=C(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2227,O=C(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)P(=O)(O)
2228,O=C(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2229,O=C(O)CCN(CCCC(=O)O)P(=O)(O)CCN(CCCC(=O)O)
2230,O=C(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2231,O=C(O)CCN(CCCN(CP(=O)(O)CCC(=O)O)CCC(=O)O)
2232,O=C(O)CCN(CCCN(CCCC(=O)O)P(=O)(O)CCC(=O)O)
2233,O=C(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2234,O=C(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2235,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2236,O=C(O)P(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2237,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2238,O=C(O)P(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2239,O=C(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2240,O=C(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2241,CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2242,CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2243,CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2244,CCP(=O)(O)CN1P(=O)(O)P(=O)(O)CC1
2245,CCP(=O)(O)CN1P(=O)(O)P(=O)(O)CC1
2246,CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2247,CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2248,CCP(=O)(O)CN1P(=O)(O)P(=O)(O)CC1
2249,CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2250,CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2251,CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2252,CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2253,CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2254,CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2255,CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2256,CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2257,CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2258,CCP(=O)(O)CCN(CCCC(=O)O)P(=O)(O)P(=O)(O)
2259,CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2260,CCP(=O)(O)CCN(CCCN(CCCC(=O)O)CCC(=O)O)
2261,CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2262,CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2263,CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2264,CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2265,CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2266,CCP(=O)(O)P(=O)(O)CCN(CCCC(=O)O)P(=O)(O)
2267,CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2268,CCP(=O)(O)P(=O)(O)P(=O)(O)CCN(CCCC(=O)O)
2269,CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2270,CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2271,CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2272,CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2273,CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2274,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2275,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2276,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2277,CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2278,CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2279,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2280,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2281,CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2282,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2283,CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2284,CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2285,CCCN1P(=O)(O)P(=O)(O)P(=O)(O)CC1
2286,CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2287,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2288,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2289,CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2290,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2291,CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2292,CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2293,CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2294,CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2295,CCCCN(CP(=O)(O)CCC(=O)O)P(=O)(O)P(=O)(O)
2296,CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2297,CCCCN(CP(=O)(O)CCN(CCCC(=O)O)CCC(=O)O)
2298,CCCCN(CP(=O)(O)P(=O)(O)CCC(=O)O)P(=O)(O)
2299,CCCCN(CP(=O)(O)P(=O)(O)P(=O)(O)CCC(=O)O)
2300,CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2301,CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2302,CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2303,CCCCN(CCCC(=O)O)CCN(CCCC(=O)O)P(=O)(O)
2304,CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2305,CCCCN(CCCC(=O)O)P(=O)(O)CCN(CCCC(=O)O)
2306,CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2307,CCCCN(CCCN(CP(=O)(O)CCC(=O)O)CCC(=O)O)
2308,CCCCN(CCCN(CCCC(=O)O)P(=O)(O)CCC(=O)O)
2309,CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2310,CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2311,CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2312,CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2313,CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2314,CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2315,CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2316,CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2317,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2318,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2319,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2320,P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2321,P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2322,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2323,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2324,P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2325,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2326,P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2327,P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2328,P(=O)(O)CN1P(=O)(O)P(=O)(O)P(=O)(O)CC1
2329,P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2330,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2331,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2332,P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2333,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2334,P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2335,P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2336,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2337,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2338,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)P(=O)(O)
2339,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2340,P(=O)(O)CCN(CP(=O)(O)CCN(CCCC(=O)O)CCC(=O)O)
2341,P(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)P(=O)(O)
2342,P(=O)(O)CCN(CP(=O)(O)P(=O)(O)P(=O)(O)CCC(=O)O)
2343,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2344,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2345,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2346,P(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)P(=O)(O)
2347,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2348,P(=O)(O)CCN(CCCC(=O)O)P(=O)(O)CCN(CCCC(=O)O)
2349,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2350,P(=O)(O)CCN(CCCN(CP(=O)(O)CCC(=O)O)CCC(=O)O)
2351,P(=O)(O)CCN(CCCN(CCCC(=O)O)P(=O)(O)CCC(=O)O)
2352,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2353,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2354,P(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2355,P(=O)(O)P(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2356,P(=O)(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2357,P(=O)(O)P(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2358,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2359,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2360,CN1CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CC1
2361,CN1CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CC1
2362,CN1CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)CC1
2363,CN1CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)CC1
2364,CN1CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CC1
2365,CN1CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)CC1
2366,CN1CCN(CCCC(=O)O)CCN(CCCC(=O)O)CC1
2367,CN1CCN(CCCC(=O)O)CCN(CCCC(=O)O)CC1
2368,CN1CCN(CCCC(=O)O)P(=O)(O)P(=O)(O)CC1
2369,CN1CCN(CCCC(=O)O)CCN(CCCC(=O)O)CC1
2370,CN1CCN(CCCN(CCCC(=O)O)CCC(=O)O)CC1
2371,CN1CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CC1
2372,CN1CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)CC1
2373,CN1CCN(CCCC(=O)O)CCN(CCCC(=O)O)CC1
2374,CN1P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CC1
2375,CN1P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CC1
2376,CN1P(=O)(O)CCN(CCCC(=O)O)P(=O)(O)CC1
2377,CN1P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CC1
2378,CN1P(=O)(O)P(=O)(O)CCN(CCCC(=O)O)CC1
2379,CN1P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CC1
2380,CN1CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CC1
2381,CN1CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)CC1
2382,CN1CCN(CCCC(=O)O)CCN(CCCC(=O)O)CC1
2383,CN1P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CC1
2384,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2385,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2386,CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)P(=O)(O)
2387,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2388,CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CCN(CCCC(=O)O)
2389,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2390,CCN(CP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCC(=O)O)
2391,CCN(CP(=O)(O)CCN(CCCC(=O)O)P(=O)(O)CCC(=O)O)
2392,CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2393,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2394,CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2395,CCN(CCCC(=O)O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2396,CCN(CCCC(=O)O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2397,CCN(CCCC(=O)O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2398,CCN(CCCN(CP(=O)(O)CCC(=O)O)P(=O)(O)CCC(=O)O)
2399,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2400,P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2401,P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2402,CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2403,O=C(O)CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2404,O=C(O)CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2405,O=C(O)CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2406,O=C(O)CCP(=O)(O)CN1P(=O)(O)P(=O)(O)CC1
2407,O=C(O)CCP(=O)(O)CN1P(=O)(O)P(=O)(O)CC1
2408,O=C(O)CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2409,O=C(O)CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2410,O=C(O)CCP(=O)(O)CN1P(=O)(O)P(=O)(O)CC1
2411,O=C(O)CCP(=O)(O)CN1CCN(CCCC(=O)O)CC1
2412,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2413,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2414,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2415,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2416,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2417,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2418,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2419,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2420,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)P(=O)(O)P(=O)(O)
2421,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2422,O=C(O)CCP(=O)(O)CCN(CCCN(CCCC(=O)O)CCC(=O)O)
2423,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2424,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2425,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2426,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2427,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2428,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CCCC(=O)O)P(=O)(O)
2429,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2430,O=C(O)CCP(=O)(O)P(=O)(O)P(=O)(O)CCN(CCCC(=O)O)
2431,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2432,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2433,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2434,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2435,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2436,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2437,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2438,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2439,O=C(O)CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2440,O=C(O)CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2441,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2442,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2443,O=C(O)CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2444,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2445,O=C(O)CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2446,O=C(O)CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2447,O=C(O)CCCN1P(=O)(O)P(=O)(O)P(=O)(O)CC1
2448,O=C(O)CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2449,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2450,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2451,O=C(O)CCCN1CCN(CCCC(=O)O)P(=O)(O)CC1
2452,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2453,O=C(O)CCCN1P(=O)(O)CCN(CCCC(=O)O)CC1
2454,O=C(O)CCCN1CCN(CP(=O)(O)CCC(=O)O)CC1
2455,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2456,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2457,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)P(=O)(O)P(=O)(O)
2458,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2459,O=C(O)CCCCN(CP(=O)(O)CCN(CCCC(=O)O)CCC(=O)O)
2460,O=C(O)CCCCN(CP(=O)(O)P(=O)(O)CCC(=O)O)P(=O)(O)
2461,O=C(O)CCCCN(CP(=O)(O)P(=O)(O)P(=O)(O)CCC(=O)O)
2462,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2463,O=C(O)CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2464,O=C(O)CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2465,O=C(O)CCCCN(CCCC(=O)O)CCN(CCCC(=O)O)P(=O)(O)
2466,O=C(O)CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2467,O=C(O)CCCCN(CCCC(=O)O)P(=O)(O)CCN(CCCC(=O)O)
2468,O=C(O)CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2469,O=C(O)CCCCN(CCCN(CP(=O)(O)CCC(=O)O)CCC(=O)O)
2470,O=C(O)CCCCN(CCCN(CCCC(=O)O)P(=O)(O)CCC(=O)O)
2471,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2472,O=C(O)CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2473,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)
2474,O=C(O)CCP(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)
2475,O=C(O)CCP(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)
2476,O=C(O)CCP(=O)(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)
2477,O=C(O)CCCCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2478,O=C(O)CCCCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2479,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2480,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2481,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2482,O=C(O)P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2483,O=C(O)P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2484,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2485,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2486,O=C(O)P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2487,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2488,O=C(O)P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2489,O=C(O)P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2490,O=C(O)P(=O)(O)CN1P(=O)(O)P(=O)(O)P(=O)(O)CC1
2491,O=C(O)P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2492,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2493,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2494,O=C(O)P(=O)(O)CN1CCN(CCCC(=O)O)P(=O)(O)CC1
2495,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2496,O=C(O)P(=O)(O)CN1P(=O)(O)CCN(CCCC(=O)O)CC1
2497,O=C(O)P(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CC1
2498,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2499,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2500,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)P(=O)(O)P(=O)(O)
2501,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2502,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCN(CCCC(=O)O)CCC(=O)O)
2503,O=C(O)P(=O)(O)CCN(CP(=O)(O)P(=O)(O)CCC(=O)O)P(=O)(O)
2504,O=C(O)P(=O)(O)CCN(CP(=O)(O)P(=O)(O)P(=O)(O)CCC(=O)O)
2505,O=C(O)P(=O)(O)CCN(CP(=O)(O)CCC(=O)O)CCN(CCCC(=O)O)
2506,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2507,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2508,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CCCC(=O)O)P(=O)(O)
2509,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
2510,O=C(O)P(=O)(O)CCN(CCCC(=O)O)P(=O)(O)CCN(CCCC(=O)O)
2511,O=C(O)P(=O)(O)CCN(CCCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)
