,smiles
16483,ClCCCCCCN(CC)C(=O)
16484,ClCCCCC(=O)N(CC)
16485,Cl[C@H]1CCNCC1
16486,Cl[C@H]1CCCC1
16487,Cl[C@H]1OCC1
16488,Cl[C@H]1CCOCC1
16489,Cl[C@H]1CCC1
16490,Cl[C@H]1CCN1
16491,ClN(O)
16492,ClN(CCC(=O)O)
16493,ClN(C(F)(F)F)
16494,ClN(c1ccccn1)
16495,ClN(CCO)
16496,ClN(=O)
16497,ClN(c1ccccc1)
16498,ClN(C(C)=O)
16499,ClN(S(=O)(=O)O)
16500,ClN(c2ccccc2)
16501,ClN(C)
16502,ClN(C)O
16503,ClN(CC)
16504,ClCCNCc1ccccc1
16505,ClCCNCCOCC
16506,ClCCNCC(=O)N
16507,ClCCNOCC
16508,ClCCNNC(=O)
16509,ClCCNC(F)
16510,ClCCNC(F)(F)
16511,ClCCNC(F)(F)F
16512,ClCCNCC(C(=O)O)
16513,ClCCNc1ccccn1
16514,ClCCNc1ccccc1
16515,ClCCNCC(O)
16516,ClCCNC1CCCCC1
16517,ClCCNC(=O)O
16518,ClCCNCC(=O)
16519,ClCCNCC(C)
16520,ClCCNCCNC(=O)
16521,ClCCNCCS
16522,ClCCNCCO
16523,ClCCN=O
16524,ClCCNCCCO
16525,ClCCNC(C(=O)O)
16526,ClCCNC(C)
16527,ClCCNC(C)=O
16528,ClCCN(O)
16529,ClCCNc1ccc([N+](=O)[O-])cc1
16530,ClCCNCN
16531,ClCCNCCOC(=O)
16532,ClCCNOCO
16533,ClCCNCO
16534,ClCCNS(=O)(=O)
16535,ClCCNc2ccccc2
16536,ClCCNOCCOCC
16537,ClCCNOC(=O)
16538,ClCCN/N
16539,ClCCN=N
16540,ClCCNCCN(CC)C(=O)
16541,ClCCNC(=O)N(CC)
16542,ClCCCC(O)
16543,ClCCCC(CCC(=O)O)
16544,ClCCCC(C(F)(F)F)
16545,ClCCCC(c1ccccn1)
16546,ClCCCC(CCO)
16547,ClCCCC(=O)
16548,ClCCCC(c1ccccc1)
16549,ClCCCC(C(C)=O)
16550,ClCCCC(S(=O)(=O)O)
16551,ClCCCC(c2ccccc2)
16552,ClCCCC(C)
16553,ClCCCC(C)O
16554,ClCCCC(CC)
16555,ClCCC(O)
16556,ClCCC(CCC(=O)O)
16557,ClCCC(C(F)(F)F)
16558,ClCCC(c1ccccn1)
16559,ClCCC(CCO)
16560,ClCCC(=O)
16561,ClCCC(c1ccccc1)
16562,ClCCC(C(C)=O)
16563,ClCCC(S(=O)(=O)O)
16564,ClCCC(c2ccccc2)
16565,ClCCC(C)
16566,ClCCC(C)O
16567,ClCCC(CC)
16568,ClC(O)
16569,ClC(CCC(=O)O)
16570,ClC(C(F)(F)F)
16571,ClC(c1ccccn1)
16572,ClC(CCO)
16573,ClC(=O)
16574,ClC(c1ccccc1)
16575,ClC(C(C)=O)
16576,ClC(S(=O)(=O)O)
16577,ClC(c2ccccc2)
16578,ClC(C)
16579,ClC(C)O
16580,ClC(CC)
16581,Clc1cccc(ccn1)
16582,Clc1cccc(O)c1
16583,Cln1CCNCC1
16584,Cln1CCCC1
16585,Cln1OCC1
16586,Cln1CCOCC1
16587,Cln1CCC1
16588,Cln1CCN1
16589,ClCc1ccccc1CCOCC
16590,ClCc1ccccc1CC(=O)N
16591,ClCc1ccccc1OCC
16592,ClCc1ccccc1NC(=O)
16593,ClCc1ccccc1C(F)
16594,ClCc1ccccc1C(F)(F)
16595,ClCc1ccccc1C(F)(F)F
16596,ClCc1ccccc1CC(C(=O)O)
16597,ClCc1ccccc1c1ccccn1
16598,ClCc1ccccc1c1ccccc1
16599,ClCc1ccccc1CC(O)
16600,ClCc1ccccc1C1CCCCC1
16601,ClCc1ccccc1C(=O)O
16602,ClCc1ccccc1CC(=O)
16603,ClCc1ccccc1CC(C)
16604,ClCc1ccccc1CCNC(=O)
16605,ClCc1ccccc1CCS
16606,ClCc1ccccc1CCO
16607,ClCc1ccccc1CCCO
16608,ClCc1ccccc1C(C(=O)O)
16609,ClCc1ccccc1C(C)
16610,ClCc1ccccc1C(C)=O
16611,ClCc1ccccc1(O)
16612,ClCc1ccccc1c1ccc([N+](=O)[O-])cc1
16613,ClCc1ccccc1CN
16614,ClCc1ccccc1CCOC(=O)
16615,ClCc1ccccc1OCO
16616,ClCc1ccccc1CO
16617,ClCc1ccccc1S(=O)(=O)
16618,ClCc1ccccc1c2ccccc2
16619,ClCc1ccccc1OCCOCC
16620,ClCc1ccccc1OC(=O)
16621,ClCc1ccccc1/N
16622,ClCc1ccccc1CCN(CC)C(=O)
16623,ClCc1ccccc1C(=O)N(CC)
16624,ClCCCN(CC(F)(F)F)
16625,ClCCCN(Cc1ccccn1)
16626,ClCCCN(CCCO)
16627,ClCCCN(C=O)
16628,ClCCCN(Cc1ccccc1)
16629,ClCCCN(CC(C)=O)
16630,ClCCCN(CS(=O)(=O)O)
16631,ClCCCN(Cc2ccccc2)
16632,ClCCCN(CC)
16633,ClCCCN(CC)O
16634,ClCCCN(CCC)
16635,ClCCNCC1CCCC1
16636,ClCCNCC1OCC1
16637,ClCCNCC1CCOCC1
16638,ClCCNCC1CCC1
16639,ClCCNCC1CCN1
16640,ClCCCN(C(F)(F)F)
16641,ClCCCN(c1ccccn1)
16642,ClCCCN(CCO)
16643,ClCCCN(=O)
16644,ClCCCN(c1ccccc1)
16645,ClCCCN(C(C)=O)
16646,ClCCCN(S(=O)(=O)O)
16647,ClCCCN(c2ccccc2)
16648,ClCCCN(C)
16649,ClCCCN(C)O
16650,ClCCCN(CC)
16651,ClCCOCCCC(=O)N
16652,ClCCOCCOCC
16653,ClCCOCCNC(=O)
16654,ClCCOCCC(F)
16655,ClCCOCCC(F)(F)
16656,ClCCOCCC(F)(F)F
16657,ClCCOCCCC(C(=O)O)
16658,ClCCOCCc1ccccn1
16659,ClCCOCCc1ccccc1
16660,ClCCOCCCC(O)
16661,ClCCOCCC1CCCCC1
16662,ClCCOCCC(=O)O
16663,ClCCOCCCC(=O)
16664,ClCCOCCCC(C)
16665,ClCCOCCCCNC(=O)
16666,ClCCOCCCCS
16667,ClCCOCCCCO
16668,ClCCOCC=O
16669,ClCCOCCCCCO
16670,ClCCOCCC(C(=O)O)
16671,ClCCOCCC(C)
16672,ClCCOCCC(C)=O
16673,ClCCOCC(O)
16674,ClCCOCCc1ccc([N+](=O)[O-])cc1
16675,ClCCOCCCN
16676,ClCCOCCCCOC(=O)
16677,ClCCOCCOCO
16678,ClCCOCCCO
16679,ClCCOCCS(=O)(=O)
16680,ClCCOCCc2ccccc2
16681,ClCCOCCOCCOCC
16682,ClCCOCCOC(=O)
16683,ClCCOCC/N
16684,ClCCOCC=N
16685,ClCCOCCCCN(CC)C(=O)
16686,ClCCOCCC(=O)N(CC)
16687,ClCC(=O)NOCC
16688,ClCC(=O)NNC(=O)
16689,ClCC(=O)NC(F)
16690,ClCC(=O)NC(F)(F)
16691,ClCC(=O)NC(F)(F)F
16692,ClCC(=O)NCC(C(=O)O)
16693,ClCC(=O)Nc1ccccn1
16694,ClCC(=O)Nc1ccccc1
16695,ClCC(=O)NCC(O)
16696,ClCC(=O)NC1CCCCC1
16697,ClCC(=O)NC(=O)O
16698,ClCC(=O)NCC(=O)
16699,ClCC(=O)NCC(C)
16700,ClCC(=O)NCCNC(=O)
16701,ClCC(=O)NCCS
16702,ClCC(=O)NCCO
16703,ClCC(=O)N=O
16704,ClCC(=O)NCCCO
16705,ClCC(=O)NC(C(=O)O)
16706,ClCC(=O)NC(C)
16707,ClCC(=O)NC(C)=O
16708,ClCC(=O)N(O)
16709,ClCC(=O)Nc1ccc([N+](=O)[O-])cc1
16710,ClCC(=O)NCN
16711,ClCC(=O)NCCOC(=O)
16712,ClCC(=O)NOCO
16713,ClCC(=O)NCO
16714,ClCC(=O)NS(=O)(=O)
16715,ClCC(=O)Nc2ccccc2
16716,ClCC(=O)NOCCOCC
16717,ClCC(=O)NOC(=O)
16718,ClCC(=O)N/N
16719,ClCC(=O)N=N
16720,ClCC(=O)NCCN(CC)C(=O)
16721,ClCC(=O)NC(=O)N(CC)
16722,ClOCCNC(=O)
16723,ClOCCC(F)
16724,ClOCCC(F)(F)
16725,ClOCCC(F)(F)F
16726,ClOCCCC(C(=O)O)
16727,ClOCCc1ccccn1
16728,ClOCCc1ccccc1
16729,ClOCCCC(O)
16730,ClOCCC1CCCCC1
16731,ClOCCC(=O)O
16732,ClOCCCC(=O)
16733,ClOCCCC(C)
16734,ClOCCCCNC(=O)
16735,ClOCCCCS
16736,ClOCCCCO
16737,ClOCC=O
16738,ClOCCCCCO
16739,ClOCCC(C(=O)O)
16740,ClOCCC(C)
16741,ClOCCC(C)=O
16742,ClOCC(O)
16743,ClOCCc1ccc([N+](=O)[O-])cc1
16744,ClOCCCN
16745,ClOCCCCOC(=O)
16746,ClOCCOCO
16747,ClOCCCO
16748,ClOCCS(=O)(=O)
16749,ClOCCc2ccccc2
16750,ClOCCOCCOCC
16751,ClOCCOC(=O)
16752,ClOCC/N
16753,ClOCC=N
16754,ClOCCCCN(CC)C(=O)
16755,ClOCCC(=O)N(CC)
16756,ClNC(=O)C(F)
16757,ClNC(=O)C(F)(F)
16758,ClNC(=O)C(F)(F)F
16759,ClNC(=O)CC(C(=O)O)
16760,ClNC(=O)c1ccccn1
16761,ClNC(=O)c1ccccc1
16762,ClNC(=O)CC(O)
16763,ClNC(=O)C1CCCCC1
16764,ClNC(=O)C(=O)O
16765,ClNC(=O)CC(=O)
16766,ClNC(=O)CC(C)
16767,ClNC(=O)CCNC(=O)
16768,ClNC(=O)CCS
16769,ClNC(=O)CCO
16770,ClNC(=O)CCCO
16771,ClNC(=O)C(C(=O)O)
16772,ClNC(=O)C(C)
16773,ClNC(=O)C(C)=O
16774,ClNC(=O)(O)
16775,ClNC(=O)c1ccc([N+](=O)[O-])cc1
16776,ClNC(=O)CN
16777,ClNC(=O)CCOC(=O)
16778,ClNC(=O)OCO
16779,ClNC(=O)CO
16780,ClNC(=O)S(=O)(=O)
16781,ClNC(=O)c2ccccc2
16782,ClNC(=O)OCCOCC
16783,ClNC(=O)OC(=O)
16784,ClNC(=O)/N
16785,ClNC(=O)CCN(CC)C(=O)
16786,ClNC(=O)C(=O)N(CC)
16787,ClC(F)C(F)(F)
16788,ClC(F)C(F)(F)F
16789,ClC(F)CC(C(=O)O)
16790,ClC(F)c1ccccn1
16791,ClC(F)c1ccccc1
16792,ClC(F)CC(O)
16793,ClC(F)C1CCCCC1
16794,ClC(F)C(=O)O
16795,ClC(F)CC(=O)
16796,ClC(F)CC(C)
16797,ClC(F)CCNC(=O)
16798,ClC(F)CCS
16799,ClC(F)CCO
16800,ClC(F)=O
16801,ClC(F)CCCO
16802,ClC(F)C(C(=O)O)
16803,ClC(F)C(C)
16804,ClC(F)C(C)=O
16805,ClC(F)(O)
16806,ClC(F)c1ccc([N+](=O)[O-])cc1
16807,ClC(F)CN
16808,ClC(F)CCOC(=O)
16809,ClC(F)OCO
16810,ClC(F)CO
16811,ClC(F)S(=O)(=O)
16812,ClC(F)c2ccccc2
16813,ClC(F)OCCOCC
16814,ClC(F)OC(=O)
16815,ClC(F)/N
16816,ClC(F)=N
16817,ClC(F)CCN(CC)C(=O)
16818,ClC(F)C(=O)N(CC)
16819,Cl(OC(F)(F)F)
16820,Cl(Oc1ccccn1)
16821,Cl(OCCO)
16822,Cl(Oc1ccccc1)
16823,Cl(OC(C)=O)
16824,Cl(OS(=O)(=O)O)
16825,Cl(Oc2ccccc2)
16826,Cl(OC)
16827,Cl(OCC)
16828,ClC(F)(F)C(F)(F)F
16829,ClC(F)(F)CC(C(=O)O)
16830,ClC(F)(F)c1ccccn1
16831,ClC(F)(F)c1ccccc1
16832,ClC(F)(F)CC(O)
16833,ClC(F)(F)C1CCCCC1
16834,ClC(F)(F)C(=O)O
16835,ClC(F)(F)CC(=O)
16836,ClC(F)(F)CC(C)
16837,ClC(F)(F)CCNC(=O)
16838,ClC(F)(F)CCS
16839,ClC(F)(F)CCO
16840,ClC(F)(F)CCCO
16841,ClC(F)(F)C(C(=O)O)
16842,ClC(F)(F)C(C)
16843,ClC(F)(F)C(C)=O
16844,ClC(F)(F)(O)
16845,ClC(F)(F)c1ccc([N+](=O)[O-])cc1
16846,ClC(F)(F)CN
16847,ClC(F)(F)CCOC(=O)
16848,ClC(F)(F)OCO
16849,ClC(F)(F)CO
16850,ClC(F)(F)S(=O)(=O)
16851,ClC(F)(F)c2ccccc2
16852,ClC(F)(F)OCCOCC
16853,ClC(F)(F)OC(=O)
16854,ClC(F)(F)/N
16855,ClC(F)(F)CCN(CC)C(=O)
16856,ClC(F)(F)C(=O)N(CC)
16857,ClCC(C(=O)O)c1ccccn1
16858,ClCC(C(=O)O)c1ccccc1
16859,ClCC(C(=O)O)CC(O)
16860,ClCC(C(=O)O)C1CCCCC1
16861,ClCC(C(=O)O)C(=O)O
16862,ClCC(C(=O)O)CC(=O)
16863,ClCC(C(=O)O)CC(C)
16864,ClCC(C(=O)O)CCNC(=O)
16865,ClCC(C(=O)O)CCS
16866,ClCC(C(=O)O)CCO
16867,ClCC(C(=O)O)=O
16868,ClCC(C(=O)O)CCCO
16869,ClCC(C(=O)O)C(C(=O)O)
16870,ClCC(C(=O)O)C(C)
16871,ClCC(C(=O)O)C(C)=O
16872,ClCC(C(=O)O)(O)
16873,ClCC(C(=O)O)c1ccc([N+](=O)[O-])cc1
16874,ClCC(C(=O)O)CN
16875,ClCC(C(=O)O)CCOC(=O)
16876,ClCC(C(=O)O)OCO
16877,ClCC(C(=O)O)CO
16878,ClCC(C(=O)O)S(=O)(=O)
16879,ClCC(C(=O)O)c2ccccc2
16880,ClCC(C(=O)O)OCCOCC
16881,ClCC(C(=O)O)OC(=O)
16882,ClCC(C(=O)O)/N
16883,ClCC(C(=O)O)=N
16884,ClCC(C(=O)O)CCN(CC)C(=O)
16885,ClCC(C(=O)O)C(=O)N(CC)
16886,ClC(Nc1ccccn1)
16887,ClC(NCCO)
16888,ClC(N=O)
16889,ClC(Nc1ccccc1)
16890,ClC(NC(C)=O)
16891,ClC(NS(=O)(=O)O)
16892,ClC(Nc2ccccc2)
16893,ClC(NC)
16894,ClC(NC)O
16895,ClC(NCC)
16896,ClCCNC(c1ccccn1)
16897,ClCCNC(CCO)
16898,ClCCNC(=O)
16899,ClCCNC(c1ccccc1)
16900,ClCCNC(C(C)=O)
16901,ClCCNC(S(=O)(=O)O)
16902,ClCCNC(c2ccccc2)
16903,ClCCNC(C)
16904,ClCCNC(C)O
16905,ClCCNC(CC)
16906,Clc1ccccn1=O
16907,Clc1ccccc1CC(O)
16908,Clc1ccccc1C1CCCCC1
16909,Clc1ccccc1C(=O)O
16910,Clc1ccccc1CC(=O)
16911,Clc1ccccc1CC(C)
16912,Clc1ccccc1CCNC(=O)
16913,Clc1ccccc1CCS
16914,Clc1ccccc1CCO
16915,Clc1ccccc1CCCO
16916,Clc1ccccc1C(C(=O)O)
16917,Clc1ccccc1C(C)
16918,Clc1ccccc1C(C)=O
16919,Clc1ccccc1(O)
16920,Clc1ccccc1c1ccc([N+](=O)[O-])cc1
16921,Clc1ccccc1CN
16922,Clc1ccccc1CCOC(=O)
16923,Clc1ccccc1OCO
16924,Clc1ccccc1CO
16925,Clc1ccccc1S(=O)(=O)
16926,Clc1ccccc1c2ccccc2
16927,Clc1ccccc1OCCOCC
16928,Clc1ccccc1OC(=O)
16929,Clc1ccccc1/N
16930,Clc1ccccc1CCN(CC)C(=O)
16931,Clc1ccccc1C(=O)N(CC)
16932,ClCC(O)C1CCCCC1
16933,ClCC(O)C(=O)O
16934,ClCC(O)CC(=O)
16935,ClCC(O)CC(C)
16936,ClCC(O)CCNC(=O)
16937,ClCC(O)CCS
16938,ClCC(O)CCO
16939,ClCC(O)=O
16940,ClCC(O)CCCO
16941,ClCC(O)C(C(=O)O)
16942,ClCC(O)C(C)
16943,ClCC(O)C(C)=O
16944,ClCC(O)(O)
16945,ClCC(O)c1ccc([N+](=O)[O-])cc1
16946,ClCC(O)CN
16947,ClCC(O)CCOC(=O)
16948,ClCC(O)OCO
16949,ClCC(O)CO
16950,ClCC(O)S(=O)(=O)
16951,ClCC(O)c2ccccc2
16952,ClCC(O)OCCOCC
16953,ClCC(O)OC(=O)
16954,ClCC(O)/N
16955,ClCC(O)=N
16956,ClCC(O)CCN(CC)C(=O)
16957,ClCC(O)C(=O)N(CC)
16958,ClC1CCCCC1C(=O)O
16959,ClC1CCCCC1CC(=O)
16960,ClC1CCCCC1CC(C)
16961,ClC1CCCCC1CCNC(=O)
16962,ClC1CCCCC1CCS
16963,ClC1CCCCC1CCO
16964,ClC1CCCCC1=O
16965,ClC1CCCCC1CCCO
16966,ClC1CCCCC1C(C(=O)O)
16967,ClC1CCCCC1C(C)
16968,ClC1CCCCC1C(C)=O
16969,ClC1CCCCC1(O)
16970,ClC1CCCCC1c1ccc([N+](=O)[O-])cc1
16971,ClC1CCCCC1CN
16972,ClC1CCCCC1CCOC(=O)
16973,ClC1CCCCC1OCO
16974,ClC1CCCCC1CO
16975,ClC1CCCCC1S(=O)(=O)
16976,ClC1CCCCC1c2ccccc2
16977,ClC1CCCCC1OCCOCC
16978,ClC1CCCCC1OC(=O)
16979,ClC1CCCCC1/N
16980,ClC1CCCCC1=N
16981,ClC1CCCCC1CCN(CC)C(=O)
16982,ClC1CCCCC1C(=O)N(CC)
16983,ClNC(=O)
16984,ClNC(c1ccccc1)
16985,ClNC(C(C)=O)
16986,ClNC(S(=O)(=O)O)
16987,ClNC(c2ccccc2)
16988,ClNC(C)
16989,ClNC(C)O
16990,ClNC(CC)
16991,ClC(=O)OCC(=O)
16992,ClC(=O)OCC(C)
16993,ClC(=O)OCCNC(=O)
16994,ClC(=O)OCCS
16995,ClC(=O)OCCO
16996,ClC(=O)OCCCO
16997,ClC(=O)OC(C(=O)O)
16998,ClC(=O)OC(C)
16999,ClC(=O)OC(C)=O
17000,ClC(=O)O(O)
17001,ClC(=O)Oc1ccc([N+](=O)[O-])cc1
17002,ClC(=O)OCN
17003,ClC(=O)OCCOC(=O)
17004,ClC(=O)OOCO
17005,ClC(=O)OCO
17006,ClC(=O)OS(=O)(=O)
17007,ClC(=O)Oc2ccccc2
17008,ClC(=O)OOCCOCC
17009,ClC(=O)OOC(=O)
17010,ClC(=O)O/N
17011,ClC(=O)OCCN(CC)C(=O)
17012,ClC(=O)OC(=O)N(CC)
17013,ClCC(=O)CC(C)
17014,ClCC(=O)CCNC(=O)
17015,ClCC(=O)CCS
17016,ClCC(=O)CCO
17017,ClCC(=O)CCCO
17018,ClCC(=O)C(C(=O)O)
17019,ClCC(=O)C(C)
17020,ClCC(=O)C(C)=O
17021,ClCC(=O)(O)
17022,ClCC(=O)c1ccc([N+](=O)[O-])cc1
17023,ClCC(=O)CN
17024,ClCC(=O)CCOC(=O)
17025,ClCC(=O)OCO
17026,ClCC(=O)CO
17027,ClCC(=O)S(=O)(=O)
17028,ClCC(=O)c2ccccc2
17029,ClCC(=O)OCCOCC
17030,ClCC(=O)OC(=O)
17031,ClCC(=O)/N
17032,ClCC(=O)CCN(CC)C(=O)
17033,ClCC(=O)C(=O)N(CC)
17034,ClCC(C)CCNC(=O)
17035,ClCC(C)CCS
17036,ClCC(C)CCO
17037,ClCC(C)=O
17038,ClCC(C)CCCO
17039,ClCC(C)C(C(=O)O)
17040,ClCC(C)C(C)
17041,ClCC(C)C(C)=O
17042,ClCC(C)(O)
17043,ClCC(C)c1ccc([N+](=O)[O-])cc1
17044,ClCC(C)CN
17045,ClCC(C)CCOC(=O)
17046,ClCC(C)OCO
17047,ClCC(C)CO
17048,ClCC(C)S(=O)(=O)
17049,ClCC(C)c2ccccc2
17050,ClCC(C)OCCOCC
17051,ClCC(C)OC(=O)
17052,ClCC(C)/N
17053,ClCC(C)=N
17054,ClCC(C)CCN(CC)C(=O)
17055,ClCC(C)C(=O)N(CC)
17056,ClCc1ccc1
17057,ClCc1ccc1O
17058,ClCc1ccccc1O
17059,Clc2cccc(-n2)
17060,ClCC(NC(C)=O)
17061,ClCC(NS(=O)(=O)O)
17062,ClCC(Nc2ccccc2)
17063,ClCC(NC)
17064,ClCC(NC)O
17065,ClCC(NCC)
17066,ClCCNC(=O)CCS
17067,ClCCNC(=O)CCO
17068,ClCCNC(=O)CCCO
17069,ClCCNC(=O)C(C(=O)O)
17070,ClCCNC(=O)C(C)
17071,ClCCNC(=O)C(C)=O
17072,ClCCNC(=O)(O)
17073,ClCCNC(=O)c1ccc([N+](=O)[O-])cc1
17074,ClCCNC(=O)CN
17075,ClCCNC(=O)CCOC(=O)
17076,ClCCNC(=O)OCO
17077,ClCCNC(=O)CO
17078,ClCCNC(=O)S(=O)(=O)
17079,ClCCNC(=O)c2ccccc2
17080,ClCCNC(=O)OCCOCC
17081,ClCCNC(=O)OC(=O)
17082,ClCCNC(=O)/N
17083,ClCCNC(=O)CCN(CC)C(=O)
17084,ClCCNC(=O)C(=O)N(CC)
17085,ClCCSCCO
17086,ClCCS=O
17087,ClCCSCCCO
17088,ClCCSC(C(=O)O)
17089,ClCCSC(C)
17090,ClCCSC(C)=O
17091,ClCCS(O)
17092,ClCCSc1ccc([N+](=O)[O-])cc1
17093,ClCCSCN
17094,ClCCSCCOC(=O)
17095,ClCCSOCO
17096,ClCCSCO
17097,ClCCSS(=O)(=O)
17098,ClCCSc2ccccc2
17099,ClCCSOCCOCC
17100,ClCCSOC(=O)
17101,ClCCS/N
17102,ClCCS=N
17103,ClCCSCCN(CC)C(=O)
17104,ClCCSC(=O)N(CC)
17105,Clc1ccc1
17106,Clc1ccc1O
17107,Clc1ccccc1O
17108,Clc2cc(n2)
17109,ClCn2CCN2
17110,ClCn2CN2
17111,ClCn2cc2
17112,ClCNC(C(C)=O)
17113,ClCNC(S(=O)(=O)O)
17114,ClCNC(c2ccccc2)
17115,ClCNC(C)
17116,ClCNC(C)O
17117,ClCNC(CC)
17118,ClC1COCCCC1
17119,ClC1CON1
17120,ClC1COOCC1
17121,ClC1COCCOCC1
17122,ClC1COC1
17123,ClC1COCCC1
17124,ClC1COc1
17125,ClC1COCCN1
17126,ClC1COc1O
17127,ClCCN2CN2
17128,ClCCN2cc2
17129,ClOCCN(C(C)=O)
17130,ClOCCN(S(=O)(=O)O)
17131,ClOCCN(c2ccccc2)
17132,ClOCCN(C)
17133,ClOCCN(C)O
17134,ClOCCN(CC)
17135,ClCCOCCCO
17136,ClCCOC(C(=O)O)
17137,ClCCOC(C)
17138,ClCCOC(C)=O
17139,ClCCO(O)
17140,ClCCOc1ccc([N+](=O)[O-])cc1
17141,ClCCOCN
17142,ClCCOCCOC(=O)
17143,ClCCOOCO
17144,ClCCOCO
17145,ClCCOS(=O)(=O)
17146,ClCCOc2ccccc2
17147,ClCCOOCCOCC
17148,ClCCOOC(=O)
17149,ClCCO/N
17150,ClCCOCCN(CC)C(=O)
17151,ClCCOC(=O)N(CC)
17152,ClCCCOC(C(=O)O)
17153,ClCCCOC(C)
17154,ClCCCOC(C)=O
17155,ClCCCO(O)
17156,ClCCCOc1ccc([N+](=O)[O-])cc1
17157,ClCCCOCN
17158,ClCCCOCCOC(=O)
17159,ClCCCOOCO
17160,ClCCCOCO
17161,ClCCCOS(=O)(=O)
17162,ClCCCOc2ccccc2
17163,ClCCCOOCCOCC
17164,ClCCCOOC(=O)
17165,ClCCCO/N
17166,ClCCCOCCN(CC)C(=O)
17167,ClCCCOC(=O)N(CC)
17168,ClC(C(=O)O)C(C)
17169,ClC(C(=O)O)C(C)=O
17170,ClC(C(=O)O)(O)
17171,ClC(C(=O)O)c1ccc([N+](=O)[O-])cc1
17172,ClC(C(=O)O)CN
17173,ClC(C(=O)O)CCOC(=O)
17174,ClC(C(=O)O)OCO
17175,ClC(C(=O)O)CO
17176,ClC(C(=O)O)S(=O)(=O)
17177,ClC(C(=O)O)c2ccccc2
17178,ClC(C(=O)O)OCCOCC
17179,ClC(C(=O)O)OC(=O)
17180,ClC(C(=O)O)/N
17181,ClC(C(=O)O)=N
17182,ClC(C(=O)O)CCN(CC)C(=O)
17183,ClC(C(=O)O)C(=O)N(CC)
17184,ClCCCC1OCC1
17185,ClCCCC1CCOCC1
17186,ClCCCC1CCC1
17187,ClCCCC1CCN1
17188,ClN1OCC1
17189,ClN1CCOCC1
17190,ClN1CCC1
17191,ClN1CCN1
17192,ClC(C)C(C)=O
17193,ClC(C)(O)
17194,ClC(C)c1ccc([N+](=O)[O-])cc1
17195,ClC(C)CN
17196,ClC(C)CCOC(=O)
17197,ClC(C)OCO
17198,ClC(C)CO
17199,ClC(C)S(=O)(=O)
17200,ClC(C)c2ccccc2
17201,ClC(C)OCCOCC
17202,ClC(C)OC(=O)
17203,ClC(C)/N
17204,ClC(C)=N
17205,ClC(C)CCN(CC)C(=O)
17206,ClC(C)C(=O)N(CC)
17207,ClOCC1CCOCC1
17208,ClOCC1CCC1
17209,ClOCC1CCN1
17210,ClCCOCC1CCC1
17211,ClCCOCC1CCN1
17212,ClC1CCC1
17213,ClC1CCN1
17214,Clc2cccc(n2)
17215,ClCCC1CCN1
17216,ClCN2cc2
17217,ClN(CS(=O)(=O)O)
17218,ClN(Cc2ccccc2)
17219,ClN(CC)
17220,ClN(CC)O
17221,ClN(CCC)
17222,Cl[N+](S(=O)(=O)O)
17223,Cl[N+](c2ccccc2)
17224,Cl[N+](C)
17225,Cl[N+](C)O
17226,Cl[N+](CC)
17227,Clc1cnc1
17228,Clc1cnc1O
17229,Clc1cnccc1O
17230,ClCc1cnc1
17231,ClCc1cnc1O
17232,ClCc1cnccc1O
17233,ClCCC(NS(=O)(=O)O)
17234,ClCCC(Nc2ccccc2)
17235,ClCCC(NC)
17236,ClCCC(NC)O
17237,ClCCC(NCC)
17238,Cl/N=N/C(C)=O
17239,Cl/N=N/c1ccc([N+](=O)[O-])cc1
17240,Cl/N=N/CN
17241,Cl/N=N/CCOC(=O)
17242,Cl/N=N/OCO
17243,Cl/N=N/CO
17244,Cl/N=N/S(=O)(=O)
17245,Cl/N=N/c2ccccc2
17246,Cl/N=N/OCCOCC
17247,Cl/N=N/OC(=O)
17248,Cl/N=N/CCN(CC)C(=O)
17249,Cl/N=N/C(=O)N(CC)
17250,Clc1ccc(O)c(O)c1
17251,Clc1ccc(O)c(O)c1O
17252,Clc1ccc(O)c(O)ccc1O
17253,Clc1CCN1
17254,Clc1ccc1O
17255,Clc1ccc([N+](=O)[O-])cc1CN
17256,Clc1ccc([N+](=O)[O-])cc1CCOC(=O)
17257,Clc1ccc([N+](=O)[O-])cc1OCO
17258,Clc1ccc([N+](=O)[O-])cc1CO
17259,Clc1ccc([N+](=O)[O-])cc1S(=O)(=O)
17260,Clc1ccc([N+](=O)[O-])cc1c2ccccc2
17261,Clc1ccc([N+](=O)[O-])cc1OCCOCC
17262,Clc1ccc([N+](=O)[O-])cc1OC(=O)
17263,Clc1ccc([N+](=O)[O-])cc1/N
17264,Clc1ccc([N+](=O)[O-])cc1CCN(CC)C(=O)
17265,Clc1ccc([N+](=O)[O-])cc1C(=O)N(CC)
17266,ClCNCCOC(=O)
17267,ClCNOCO
17268,ClCNCO
17269,ClCNS(=O)(=O)
17270,ClCNc2ccccc2
17271,ClCNOCCOCC
17272,ClCNOC(=O)
17273,ClCN/N
17274,ClCN=N
17275,ClCNCCN(CC)C(=O)
17276,ClCNC(=O)N(CC)
17277,ClC=CCOC(=O)
17278,ClC=CO
17279,ClC=S(=O)(=O)
17280,ClC=CCN(CC)C(=O)
17281,ClCCOC(=O)OCO
17282,ClCCOC(=O)CO
17283,ClCCOC(=O)S(=O)(=O)
17284,ClCCOC(=O)c2ccccc2
